Date,Team,Acquired,Relinquished,Notes,Injury,DL_length,Injury_Type
2011-03-30, Blue Jays, , • Octavio Dotel, placed on 15 day DL with sore left hamstring,1,15, sore left hamstring
2011-03-30, Brewers, , • Corey Hart, placed on 15 day DL with strained left oblique muscle,1,15, strained left oblique muscle
2011-03-30, Brewers, , • Jonathan Lucroy, placed on 15 day DL with fractured right pinky finger,1,15, fractured right pinky finger
2011-03-30, Cardinals, , • Nick Punto, placed on 15 day DL recovering from surgery to repair sports hernia,1,15,unknown
2011-03-30, Diamondbacks, , • Geoff Blum, placed on 15 day DL with right knee inflammation,1,15, right knee inflammation
2011-03-30, Diamondbacks, , • Zach Duke, placed on 15 day DL with fractured left hand,1,15, fractured left hand
2011-03-30, Dodgers, , • Casey Blake, placed on 15 day DL with sore/strained lower back,1,15, sore/strained lower back
2011-03-30, Dodgers, , • Dioner Navarro, placed on 15 day DL with strained right oblique,1,15, strained right oblique
2011-03-30, Dodgers, , • Jay Gibbons, placed on 15 day DL with blurred vision in left eye,1,15, blurred vision in left eye
2011-03-30, Dodgers, , • Jon Garland, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-03-30, Dodgers, , • Vicente Padilla, placed on 15 day DL recovering from surgery on right elbow,1,15,unknown
2011-03-30, Giants, , • Brian Wilson, placed on 15 day DL with rib injury / strained left oblique,1,15, rib injury / strained left oblique
2011-03-30, Indians, , • Grady Sizemore, placed on 15 day DL recovering from surgery on left knee,1,15,unknown
2011-03-30, Indians, , • Jason Donald, placed on 15 day DL with fractured left middle finger,1,15, fractured left middle finger
2011-03-30, Indians, , • Joe Smith (b), placed on 15 day DL with strained abdominal muscle,1,15, strained abdominal muscle
2011-03-30, Indians, , • Trevor Crowe, placed on 60 day DL recovering from surgery on right shoulder to repair rotator cuff,1,60,unknown
2011-03-30, Mariners, , • David Aardsma, placed on 15 day DL recovering from surgery on left hip,1,15,unknown
2011-03-30, Mariners, , • Matt Mangini, placed on 15 day DL with strained right quadriceps,1,15, strained right quadriceps
2011-03-30, Mariners, , • Mauricio Robles, placed on 60 day DL recovering from surgery on left elbow,1,60,unknown
2011-03-30, Marlins, , • John Baker," placed on 60 day DL recovering from ligament replacement (""Tommy John"") surgery",1,60,unknown
2011-03-30, Phillies, , • Brad Lidge, placed on 15 day DL with strained right posterior rotator cuff,1,15, strained right posterior rotator cuff
2011-03-30, Phillies, , • Brian Bocock, placed on 15 day DL with fractured left wrist,1,15, fractured left wrist
2011-03-30, Phillies, , • Brian Schlitter, placed on 15 day DL with strained flexor pronator in right forearm,1,15, strained flexor pronator in right forearm
2011-03-30, Phillies, , • Chase Utley, placed on 15 day DL with right knee tendinitis,1,15, right knee tendinitis
2011-03-30, Phillies, , • Domonic Brown, placed on 15 day DL with fractured right wrist/hand,1,15, fractured right wrist/hand
2011-03-30, Pirates, , • Brad Lincoln, placed on 15 day DL with bruised right arm,1,15, bruised right arm
2011-03-30, Pirates, , • Chris Snyder, placed on 15 day DL with sore/stiff lower back,1,15, sore/stiff lower back
2011-03-30, Pirates, , • Jose Ascanio, placed on 15 day DL with right elbow tightness,1,15, right elbow tightness
2011-03-30, Pirates, , • Scott Olsen, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2011-03-30, Reds, , • Johnny Cueto, placed on 15 day DL with right biceps/triceps irritation,1,15, right biceps/triceps irritation
2011-03-30, Reds, , • Jose Arredondo, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-03-30, Reds, , • Levi Burton / Jared Burton, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-03-30, Royals, , • Jason Kendall, placed on 15 day DL recovering from surgery on right shoulder,1,15,unknown
2011-03-30, Tigers, , • Carlos Guillen, placed on 15 day DL recovering from surgery on knee,1,15,unknown
2011-03-30, Tigers, , • Joel Zumaya, placed on 15 day DL with right elbow inflammation / recovering from surgery on right elbow,1,15, right elbow inflammation / recovering from surgery on right elbow
2011-03-30, White Sox, , • Dayan Viciedo, placed on 15 day DL with fractured right thumb,1,15, fractured right thumb
2011-03-30, White Sox, , • Jake Peavy, placed on 15 day DL with right shoulder inflammation / recovering from surgery on right shoulder,1,15, right shoulder inflammation / recovering from surgery on right shoulder
2011-03-30, Yankees, , • Colin Curtis, placed on 60 day DL with dislocated right shoulder (surgery),1,60, dislocated right shoulder (surgery)
2011-03-30, Yankees, , • Damaso Marte Sr., placed on 60 day DL with left shoulder inflammation,1,60, left shoulder inflammation
2011-03-30, Yankees, , • Francisco Cervelli, placed on 15 day DL with fractured left foot,1,15, fractured left foot
2011-03-30, Yankees, , • Pedro Feliciano, placed on 15 day DL with strained left rotator cuff,1,15, strained left rotator cuff
2011-03-30, Yankees, , • Reegie Corona, placed on 60 day DL with fractured right elbow,1,60, fractured right elbow
2011-03-30, Indians, , • Jared Goedert, placed on 60 day DL with oblique injury / right abdominal strain (CBS),1,60, oblique injury / right abdominal strain (CBS)
2011-03-31, Blue Jays, , • Corey Patterson, placed on 15 day DL with concussion,1,15, concussion
2011-03-31, Giants, , • Cody Ross, placed on 15 day DL with strained right calf,1,15, strained right calf
2011-03-31, Mets, , • Jason Bay, placed on 15 day DL with strained left rib cage,1,15, strained left rib cage
2011-03-31, Mets, , • Johan Santana, placed on 15 day DL with surgery on left shoulder,1,15, surgery on left shoulder
2011-03-31, Mets, , • Ronny Paulino, placed on restricted list,1,0,unknown
2011-03-31, Rangers, , • Brandon Webb, placed on 15 day DL recovering from surgery on right shoulder,1,15,unknown
2011-03-31, Rangers, , • Omar Beltre, placed on 15 day DL recovering from surgery on back and ankle,1,15,unknown
2011-03-31, Rangers, , • Scott Feldman, placed on 15 day DL recovering from surgery on right knee,1,15,unknown
2011-03-31, Rangers, , • Tommy Hunter, placed on 15 day DL with strained right groin,1,15, strained right groin
2011-03-31, Rays, , • J.P. Howell, placed on 15 day DL recovering from surgery on left shoulder to repair labrum,1,15,unknown
2011-03-31, Red Sox, , • Felix Doubront, placed on 15 day DL with left forearm inflammation,1,15, left forearm inflammation
2011-03-31, Rockies, , • Aaron Cook (a), placed on 15 day DL with broken finger on right hand,1,15, broken finger on right hand
2011-04-03, Braves, , • Jair Jurrjens, placed on 15 day DL with strained right oblique / sore right torso,1,15, strained right oblique / sore right torso
2011-04-03, Orioles, , • Brian Matusz, placed on 15 day DL with strained left intercostal muscle,1,15, strained left intercostal muscle
2011-04-03, Rays, , • Evan Longoria, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-04-06, Athletics, , • Michael Wuertz, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2011-04-06, Giants, , • Santiago Casilla, placed on 15 day DL with right elbow inflammation (E) / 7 day DL with sore right elbow (MLB),1,15, right elbow inflammation (E) / 7 day DL 
2011-04-06, Rockies, , • Ubaldo Jimenez, placed on 15 day DL with cuticle cut on right thumb,1,15, cuticle cut on right thumb
2011-04-07, Tigers, , • Ryan Perry, placed on 15 day DL with eye infection,1,15, eye infection
2011-04-07, Twins, , • Tsuyoshi Nishioka, placed on 15 day DL with fractured fibula in left leg,1,15, fractured fibula in left leg
2011-04-08, Cubs, , • Andrew Cashner, placed on 15 day DL with strained right rotator cuff,1,15, strained right rotator cuff
2011-04-08, Cubs, , • Randy Wells, placed on 15 day DL with strained right forearm,1,15, strained right forearm
2011-04-08, Mariners, , • Adam Moore, placed on 60 day DL with torn medial meniscus in right knee,1,60, torn medial meniscus in right knee
2011-04-08, Red Sox, , • Matt Albers, placed on 15 day DL with strained right latissimus muscle in back,1,15, strained right latissimus muscle in back
2011-04-09, Angels, , • Scott Kazmir, placed on 15 day DL with tightness in lower back,1,15, tightness in lower back
2011-04-09, Pirates, , • Ross Ohlendorf, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2011-04-09, Twins, , • Kevin Slowey, placed on 15 day DL with sore right biceps,1,15, sore right biceps
2011-04-10, Angels, , • Erick Aybar, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-04-10, Dodgers, , • Hector Gimenez, placed on 15 day DL with sore right knee,1,15, sore right knee
2011-04-10, Mets, , • Ronny Paulino, placed on 15 day DL with anemia,1,15, anemia
2011-04-11, Blue Jays, , • Rajai Davis, placed on 15 day DL with strained right ankle,1,15, strained right ankle
2011-04-11, Brewers, , • Takashi Saito, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2011-04-12, Dodgers, , • Rafael Furcal, placed on 15 day DL with broken left thumb,1,15, broken left thumb
2011-04-12, Nationals, , • Ryan Zimmerman (W.), placed on 15 day DL with left abdominal strain,1,15, left abdominal strain
2011-04-12, Yankees, , • Luis Ayala, placed on 15 day DL with strained lat muscle,1,15, strained lat muscle
2011-04-13, Cardinals, , • Brian Tallet, placed on 15 day DL with fractured right hand,1,15, fractured right hand
2011-04-13, Cardinals, , • Bryan Augenstein, placed on 15 day DL with strained right groin,1,15, strained right groin
2011-04-13, Orioles, , • J.J. Hardy, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-04-13, Rangers, , • Josh Hamilton, placed on 15 day DL with fractured right shoulder / humerus (MLB),1,15, fractured right shoulder / humerus (MLB)
2011-04-14, Royals, , • Robinson Tejeda / Rob Tejeda, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-04-14, Twins, , • Joe Mauer, placed on 15 day DL with bilateral leg weakness,1,15, bilateral leg weakness
2011-04-15, Astros, , • Wilton Lopez, placed on 15 day DL with ulnar nerve irritation in right elbow,1,15, ulnar nerve irritation in right elbow
2011-04-15, Braves, , • Peter Moylan, placed on 15 day DL with strained lower back,1,15, strained lower back
2011-04-15, Diamondbacks, , • Aaron Heilman, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2011-04-15, Giants, , • Andres Torres, placed on 15 day DL with strained left Achilles tendon,1,15, strained left Achilles tendon
2011-04-15, Yankees, , • Phil Hughes, placed on 15 day DL with tired right arm,1,15, tired right arm
2011-04-16, Dodgers, , • Hong-Chih Kuo, placed on 15 day DL with strained left lower back,1,15, strained left lower back
2011-04-16, Mets, , • Chris Young (Ryan), placed on 15 day DL with right biceps tendinitis,1,15, right biceps tendinitis
2011-04-17, Giants, , • Barry Zito, placed on 15 day DL with strained right foot,1,15, strained right foot
2011-04-17, Indians, , • Mitch Talbot, placed on 15 day DL with strained right elbow,1,15, strained right elbow
2011-04-17, Nationals, , • Justin Coffey / Todd Coffey, placed on 15 day DL with strained left calf,1,15, strained left calf
2011-04-18, Athletics, , • Dallas Braden, placed on 15 day DL with left shoulder stiffness,1,15, left shoulder stiffness
2011-04-18, Orioles, , • Chris Jakubauskas, placed on 15 day DL with strained right groin,1,15, strained right groin
2011-04-18, Reds, , • Juan Francisco (Ramon), placed on 15 day DL with strained left calf,1,15, strained left calf
2011-04-19, Cardinals, , • Allen Craig, placed on 15 day DL with strained left groin,1,15, strained left groin
2011-04-19, Cardinals, , • Jared Schumaker / Skip Schumaker, placed on 15 day DL with strained right triceps / hyperextended right elbow,1,15, strained right triceps / hyperextended right elbow
2011-04-19, Phillies, , • J.C. Romero, placed on 15 day DL with left calf injury (CBC) / strained right calf (CBS MLB),1,15, left calf injury (CBC) / strained right calf (CBS MLB)
2011-04-19, Tigers, , • Victor Martinez (Jesus), placed on 15 day DL with strained right groin,1,15, strained right groin
2011-04-20, Mets, , • Bobby Parnell, placed on 15 day DL with circulatory problem in right middle finger,1,15, circulatory problem in right middle finger
2011-04-20, Rangers, , • Mason Tobin, placed on 60 day DL with right elbow inflammation/tightness,1,60, right elbow inflammation/tightness
2011-04-21, Brewers, , • Nyjer Morgan, placed on 15 day DL with bruised right thigh,1,15, bruised right thigh
2011-04-21, Marlins, , • Logan Morrison, placed on 15 day DL with strained left foot,1,15, strained left foot
2011-04-22, Angels, , • Scott Downs, placed on 15 day DL with stomach ailment / gastrointestinal virus,1,15, stomach ailment / gastrointestinal virus
2011-04-22, Mets, , • Angel Pagan, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-04-23, Blue Jays, , • Jayson Nix, placed on 15 day DL with bruised left shin,1,15, bruised left shin
2011-04-23, Rangers, , • Eric Hurley, placed on 60 day DL with concussion / fractured skull,1,60, concussion / fractured skull
2011-04-23, Rangers, , • Neftali Feliz, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-04-24, Blue Jays, , • Aaron Hill, placed on 15 day DL with strained/sore right hamstring,1,15, strained/sore right hamstring
2011-04-24, Phillies, , • Jose Contreras, placed on 15 day DL with strained right flexor in right elbow,1,15, strained right flexor in right elbow
2011-04-24, Reds, , • Scott Rolen, placed on 15 day DL with strained left shoulder,1,15, strained left shoulder
2011-04-25, Diamondbacks, , • Willie Bloomquist, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2011-04-26, Astros, , • Jason Michaels, placed on 15 day DL with left shoulder subluxation,1,15, left shoulder subluxation
2011-04-26, Brewers, , • Erick Almonte, placed on 7 day DL with concussion,1,7, concussion
2011-04-26, Nationals, , • Chad Gaudin, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-04-27, Giants, , • Mark DeRosa, placed on 15 day DL with cartilage inflammation in left wrist,1,15, cartilage inflammation in left wrist
2011-04-27, Indians, , • Carlos Carrasco, placed on 15 day DL with tightness/inflammation in right elbow,1,15, tightness/inflammation in right elbow
2011-04-27, Rangers, , • Darren O'Day, placed on 60 day DL with surgery on left hip to repair torn labrum,1,60, surgery on left hip to repair torn labrum
2011-04-27, Twins, , • Delmon Young, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-04-28, Phillies, , • Joe Blanton, placed on 15 day DL with right elbow impingement,1,15, right elbow impingement
2011-04-29, Dodgers, , • Casey Blake, placed on 15 day DL with left elbow infection,1,15, left elbow infection
2011-04-30, Giants, , • Pablo Sandoval, placed on 15 day DL with fractured right hand,1,15, fractured right hand
2011-04-30, Pirates, , • Evan Meek, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2011-05-02, Cardinals, , • David Freese, placed on 15 day DL with fractured left hand,1,15, fractured left hand
2011-05-02, Marlins, , • Donnie Murphy, placed on 15 day DL with right wrist inflammation,1,15, right wrist inflammation
2011-05-03, Brewers, , • Zach Braddock, placed on 15 day DL with sleep disorder,1,15, sleep disorder
2011-05-03, Dodgers, , • Marcus Thames, placed on 15 day DL with strained right quadriceps,1,15, strained right quadriceps
2011-05-03, Rockies, , • Ty Wigginton, placed on 15 day DL with strained right (CBS) / left (MLB) oblique,1,15, strained right (CBS) / left (MLB) oblique
2011-05-03, Twins, , • Jim Thome, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-05-04, Mets, , • Pedro Beato, placed on 15 day DL with right elbow tendinitis,1,15, right elbow tendinitis
2011-05-04, Padres, , • Orlando Hudson, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2011-05-04, Twins, , • Jason Repko, placed on 15 day DL with strained right quadriceps,1,15, strained right quadriceps
2011-05-05, Astros, , • Brandon Lyon, placed on 15 day DL with biceps tendinitis and partially torn rotator cuff,1,15, biceps tendinitis and partially torn rotator cuff
2011-05-05, Red Sox, , • Bobby Jenks, placed on 15 day DL with strained right biceps,1,15, strained right biceps
2011-05-05, Red Sox, , • Dan Wheeler, placed on 15 day DL with strained left calf,1,15, strained left calf
2011-05-06, Brewers, , • Nyjer Morgan, placed on 15 day DL with broken left middle finger,1,15, broken left middle finger
2011-05-06, Dodgers, , • Jonathan Broxton, placed on 15 day DL with bone spur in right elbow (out for season),1,15, bone spur in right elbow (out for season)
2011-05-06, Nationals, , • Rick Ankiel, placed on 15 day DL with right hand injury / sprained right wrist (MLB),1,15, right hand injury / sprained right wrist (MLB)
2011-05-06, Padres, , • Nick Hundley, placed on 15 day DL with strained right oblique muscle,1,15, strained right oblique muscle
2011-05-06, Phillies, , • Roy Oswalt, placed on 15 day DL with sore lower back,1,15, sore lower back
2011-05-06, Rays, , • Jeff Niemann, placed on 15 day DL with strained lower back,1,15, strained lower back
2011-05-06, Yankees, , • Eric Chavez, placed on 15 day DL with broken left foot,1,15, broken left foot
2011-05-07, Marlins, , • Clay Hensley, placed on 15 day DL with bruised left ribcage,1,15, bruised left ribcage
2011-05-07, Rangers, , • Nelson Cruz, placed on 15 day DL with strained right quadriceps,1,15, strained right quadriceps
2011-05-07, Rockies, , • Esmil Rogers, placed on 15 day DL with strained right lat muscle,1,15, strained right lat muscle
2011-05-08, Astros, , • Jason Bourgeois, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-05-08, Mets, , • Chris Young (Ryan), placed on 15 day DL with right shoulder tightness,1,15, right shoulder tightness
2011-05-08, Phillies, , • Carlos Ruiz (a), placed on 15 day DL with lower back inflammation,1,15, lower back inflammation
2011-05-08, Red Sox, , • Marco Scutaro, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-05-09, Angels, , • Vernon Wells, placed on 15 day DL with strained right groin,1,15, strained right groin
2011-05-10, Royals, , • Bruce Chen, placed on 15 day DL with strained left lat muscle in back,1,15, strained left lat muscle in back
2011-05-11, Angels, , • Francisco Rodriguez (J.), placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-05-11, Angels, , • Francisco Rodriguez (M.), placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-05-11, Cubs, , • Geovany Soto, placed on 15 day DL with strained left groin,1,15, strained left groin
2011-05-11, Dodgers, , • Hong-Chih Kuo, placed on 15 day DL with head injury (CBC) / psychological issue (MLB) / anxiety disorder (CBS),1,15, head injury (CBC) / psychological issue (MLB) / anxiety disorder (CBS)
2011-05-11, Pirates, , • Michael Crotta / Mike Crotta, placed on 15 day DL with right elbow inflammation,1,15, right elbow inflammation
2011-05-12, Mets, , • Ike Davis (a), placed on 15 day DL with sprained left ankle and bone bruise,1,15, sprained left ankle and bone bruise
2011-05-12, Phillies, , • Brian Schneider, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2011-05-13, Tigers, , • Magglio Ordonez (Jose), placed on 15 day DL with right ankle injury,1,15, right ankle injury
2011-05-14, Brewers, , • Brandon Kintzler, placed on 15 day DL with strained right triceps / right triceps tendinitis,1,15, strained right triceps / right triceps tendinitis
2011-05-14, Rangers, , • Julio Borbon, placed on 7 day (MLB) / 15 day (CBC CBS E SN) DL with left hamstring inflammation,1,15, left hamstring inflammation
2011-05-15, Braves, , • Brandon Beachy, placed on 15 day DL with strained left oblique muscle,1,15, strained left oblique muscle
2011-05-15, Dodgers, , • Blake Hawksworth, placed on 15 day DL with strained right groin,1,15, strained right groin
2011-05-15, Twins, , • Jose Mijares, placed on 15 day DL with strained left elbow,1,15, strained left elbow
2011-05-16, Blue Jays, , • Adam Lind, placed on 15 day DL with sore lower back,1,15, sore lower back
2011-05-16, Indians, , • Grady Sizemore, placed on 15 day DL wtih bruised right knee,1,15,unknown
2011-05-16, Red Sox, , • John Lackey, placed on 15 day DL with strained right elbow,1,15, strained right elbow
2011-05-16, Reds, , • Aroldis Chapman, placed on 15 day DL with left shoulder inflammation,1,15, left shoulder inflammation
2011-05-16, Royals, , • Kyle Davies, placed on 15 day DL with rotator cuff inflammation in right shoulder,1,15, rotator cuff inflammation in right shoulder
2011-05-17, Brewers, , • Mitch Stetter, placed on 15 day DL with left hip injury,1,15, left hip injury
2011-05-17, Mets, , • David Wright (b), placed on 15 day DL with stress fracture in lower back,1,15, stress fracture in lower back
2011-05-17, Red Sox, , • Daisuke Matsuzaka, placed on 15 day DL with sore/sprained right elbow,1,15, sore/sprained right elbow
2011-05-17, White Sox, , • Mark Teahen, placed on 15 day DL with strained right oblique,1,15, strained right oblique
2011-05-17, Yankees, , • Rafael Soriano, placed on 15 day DL with sore right elbow / right elbow inflammation,1,15, sore right elbow / right elbow inflammation
2011-05-18, Cardinals, , • Nick Punto, placed on 15 day DL with strained flexor in right elbow,1,15, strained flexor in right elbow
2011-05-18, Orioles, , • Cesar Izturis, placed on 15 day DL with ulnar nerve irritation in right elbow,1,15, ulnar nerve irritation in right elbow
2011-05-19, Dodgers, , • Vicente Padilla, placed on 15 day DL with right forearm injury,1,15, right forearm injury
2011-05-19, Giants, , • Mark DeRosa, placed on 15 day DL with strained left wrist,1,15, strained left wrist
2011-05-19, Orioles, , • Brian Roberts, placed on 7 day DL with concussion,1,7, concussion
2011-05-19, Orioles, , • Derrek Lee, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-05-20, Athletics, , • Brandon McCarthy, placed on 15 day DL with stress fracture of scapula in right shoulder,1,15, stress fracture of scapula in right shoulder
2011-05-20, Athletics, , • Tyson Ross, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-05-20, Blue Jays, , • Jesse Litsch, placed on 15 day DL with right shoulder impingement,1,15, right shoulder impingement
2011-05-20, Indians, , • Travis Hafner, placed on 15 day DL with strained right oblique,1,15, strained right oblique
2011-05-20, Phillies, , • Shane Victorino, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2011-05-21, Indians, , • Alex White, placed on 15 day DL with sore right middle finger,1,15, sore right middle finger
2011-05-21, Nationals, , • Josh Johnson (R.), placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-05-21, Pirates, , • Pedro Alvarez, placed on 15 day DL with right quadriceps tightness,1,15, right quadriceps tightness
2011-05-21, Tigers, , • Brad Thomas, placed on 15 day DL with left elbow inflammation,1,15, left elbow inflammation
2011-05-22, Braves, , • Jason Heyward, placed on 15 day DL with sore right shoulder,1,15, sore right shoulder
2011-05-22, Dodgers, , • Juan Uribe, placed on 15 day DL with strained left hip flexor,1,15, strained left hip flexor
2011-05-22, Phillies, , • Joe Blanton, placed on 15 day DL with right elbow inflammation,1,15, right elbow inflammation
2011-05-22, Twins, , • Glen Perkins, placed on 15 day DL with strained right oblique,1,15, strained right oblique
2011-05-23, Braves, , • Nate McLouth, placed on 15 day DL with strained left oblique muscle,1,15, strained left oblique muscle
2011-05-23, Cardinals, , • Gerald Laird, placed on 15 day DL with fractured right index finger,1,15, fractured right index finger
2011-05-23, Nationals, , • Adam LaRoche, placed on 15 day DL with torn labrum in left shoulder,1,15, torn labrum in left shoulder
2011-05-24, Cubs, , • Matt Garza, placed on 15 day DL with bone bruise in right elbow,1,15, bone bruise in right elbow
2011-05-24, Diamondbacks, , • Sam Demel, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2011-05-24, Tigers, , • Phil Coke, placed on 15 day DL with bone bruise in right foot,1,15, bone bruise in right foot
2011-05-25, Braves, , • Stephen Marek, placed on 60 day DL with surgery on elbow,1,60, surgery on elbow
2011-05-25, Diamondbacks, , • Juan Gutierrez / J.C. Gutierrez, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-05-25, Rays, , • Elliot Johnson, placed on 15 day DL with sprained left knee,1,15, sprained left knee
2011-05-25, Rockies, , • Jorge De La Rosa, placed on 15 day DL with torn ulnar collateral ligament in left elbow (out for season),1,15, torn ulnar collateral ligament in left elbow (out for season)
2011-05-25, Twins, , • Kevin Slowey, placed on 15 day DL with strained abdominal,1,15, strained abdominal
2011-05-26, Angels, , • Howie Kendrick, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2011-05-26, Giants, , • Darren Ford, placed on 15 day DL with sprained left ankle,1,15, sprained left ankle
2011-05-26, Giants, , • Gerald Posey / Buster Posey, placed on 15 day DL with fractured left leg and strained ligaments in left ankle,1,15, fractured left leg and strained ligaments in left ankle
2011-05-26, Giants, , • Mike Fontenot, placed on 15 day DL with strained left groin,1,15, strained left groin
2011-05-26, Red Sox, , • Darnell McDonald, placed on 15 day DL with strained left quadriceps,1,15, strained left quadriceps
2011-05-26, Reds, , • Matt Maloney, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-05-27, Astros, , • Humberto Quintero, placed on 15 day DL with sprained right ankle,1,15, sprained right ankle
2011-05-27, Nationals, , • Tom Gorzelanny, placed on 15 day DL with left elbow inflammation,1,15, left elbow inflammation
2011-05-27, Padres, , • Orlando Hudson, placed on 15 day DL with strained left groin,1,15, strained left groin
2011-05-27, Reds, , • Homer Bailey, placed on 15 day DL with sprained posterior capsule in right shoulder,1,15, sprained posterior capsule in right shoulder
2011-05-28, Astros, , • Wandy Rodriguez, placed on 15 day DL with fluid in left elbow,1,15, fluid in left elbow
2011-05-28, Blue Jays, , • John McDonald, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2011-05-28, Pirates, , • Joe Beimel, placed on 15 day DL with left elbow inflammation,1,15, left elbow inflammation
2011-05-28, Twins, , • Joe Nathan, placed on 15 day DL with strained right flexor muscle,1,15, strained right flexor muscle
2011-05-29, Cubs, , • Reed Johnson, placed on 15 day DL with lower back spasms,1,15, lower back spasms
2011-05-29, Dodgers, , • Kenley Jansen, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-05-29, Red Sox, , • Franklin Morales, placed on 15 day DL with strained left forearm,1,15, strained left forearm
2011-05-29, Reds, , • Sam LeCure, placed on 15 day DL with strained right forearm,1,15, strained right forearm
2011-05-29, White Sox, , • Ramon Pena (Antonio), placed on 15 day DL with right elbow tendinitis,1,15, right elbow tendinitis
2011-05-29, White Sox, , • Tony Pena (Ramon Antonio), placed on 15 day DL with right elbow tendinitis,1,15, right elbow tendinitis
2011-05-30, Cubs, , • Jeff Baker (Glen), placed on 15 day DL with strained left groin,1,15, strained left groin
2011-05-30, Pirates, , • Ryan Doumit, placed on 15 day DL with sprained left ankle,1,15, sprained left ankle
2011-05-30, Pirates, , • Steve Pearce, placed on 15 day DL with partial tear in right calf,1,15, partial tear in right calf
2011-05-30, Twins, , • Francisco Liriano, placed on 15 day DL with left shoulder inflammation,1,15, left shoulder inflammation
2011-05-31, Cubs, , • Alfonso Soriano, placed on 15 day DL with strained left quadriceps,1,15, strained left quadriceps
2011-05-31, Padres, , • Cameron Maybin, placed on 15 day DL with patellar tendinitis in right knee / right knee inflammation (MLB),1,15, patellar tendinitis in right knee / right knee inflammation (MLB)
2011-06-01, Cardinals, , • Kyle McClellan, placed on 15 day DL with strained flexor in left hip,1,15, strained flexor in left hip
2011-06-01, Mets, , • Taylor Buchholz, placed on 15 day DL with right shoulder fatigue,1,15, right shoulder fatigue
2011-06-02, Cardinals, , • Matt Holliday, placed on 15 day DL with strained left quadriceps,1,15, strained left quadriceps
2011-06-02, Twins, , • Jason Kubel, placed on 15 day DL with sprained left mid foot,1,15, sprained left mid foot
2011-06-02, Twins, , • Jim Thome, placed on 15 day DL with strained left quadriceps,1,15, strained left quadriceps
2011-06-03, Marlins, , • Clay Hensley, placed on 15 day DL with sprained right shoulder,1,15, sprained right shoulder
2011-06-03, Red Sox, , • Rich Hill, placed on 15 day DL with sprained left elbow,1,15, sprained left elbow
2011-06-03, Royals, , • Sean O'Sullivan, placed on 15 day DL with right biceps tendinitis,1,15, right biceps tendinitis
2011-06-03, Tigers, , • Brandon Inge, placed on 15 day DL with mononucleosis,1,15, mononucleosis
2011-06-04, Dodgers, , • Jon Garland, placed on 15 day DL with right shoulder inflammation (out for season),1,15, right shoulder inflammation (out for season)
2011-06-04, Dodgers, , • Rafael Furcal, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2011-06-04, Nationals, , • Doug Slaten, placed on 15 day DL with ulnar neuritis in left elbow,1,15, ulnar neuritis in left elbow
2011-06-04, Rockies, , • Matt Daley, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2011-06-05, Giants, , • Brandon Belt, placed on 15 day DL with hairline fracture in left wrist,1,15, hairline fracture in left wrist
2011-06-06, Marlins, , • Hanley Ramirez, placed on 15 day DL with strained left lower back,1,15, strained left lower back
2011-06-07, Athletics, , • Brett Anderson (Franklin), placed on 15 day DL with sore left elbow,1,15, sore left elbow
